,funded_amnt_inv,int_rate,installment,annual_inc,loan_status,dti,revol_bal,revol_util,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt
552,22000.0,14.65,758.88,58000.0,0.0,12.1,20666.0,92.3,26362.79,22000.0,4362.79,0.0,0.0,0.0,2095.27
553,6200.0,10.65,201.96,24000.0,0.0,19.95,18210.0,55.2,6771.66,6200.0,571.66,0.0,0.0,0.0,4553.13
554,15900.0,9.91,512.38,58000.0,0.0,21.72,20393.0,64.5,18176.73,15900.0,2276.73,0.0,0.0,0.0,5892.77
555,5000.0,8.9,158.77,70000.0,0.0,16.17,8901.0,53.0,5652.84,5000.0,652.84,0.0,0.0,0.0,1689.2
556,16000.0,6.62,491.26,104000.0,0.0,2.78,1935.0,3.2,17685.3,16000.0,1685.3,0.0,0.0,0.0,523.16
557,5000.0,11.71,165.38,35000.0,0.0,4.01,4263.0,61.8,5728.17,5000.0,728.17,0.0,0.0,0.0,1905.29
558,3150.0,15.27,109.62,53000.0,0.0,4.37,2124.0,28.2,3945.99,3150.0,795.99,0.0,0.0,0.0,109.29
559,12000.0,14.27,411.71,28000.0,1.0,8.49,8738.0,68.5,5432.27,3441.99,1490.13,0.0,500.15,4.87,411.71
560,28000.0,7.9,876.13,118000.0,1.0,5.29,11849.0,24.8,9961.52,7125.17,1634.43,0.0,1201.92,11.94,876.13
561,5000.0,12.42,167.08,40000.0,0.0,22.59,13091.0,82.3,6014.73,5000.0,1014.73,0.0,0.0,0.0,172.05
562,3000.0,9.91,96.68,42000.0,0.0,4.29,5289.0,33.3,3480.27,3000.0,480.27,0.0,0.0,0.0,101.19
563,3000.0,7.9,93.88,65000.0,1.0,4.89,3413.0,85.3,2722.52,2357.46,362.58,0.0,2.48,0.0,93.88
564,8400.0,6.62,257.92,25000.0,0.0,11.86,8993.0,36.1,9284.75,8400.0,884.75,0.0,0.0,0.0,274.47
565,7000.0,10.65,228.02,36000.0,0.0,24.0,6992.0,72.8,8100.97,7000.0,1100.97,0.0,0.0,0.0,2407.88
566,11575.0,19.42,303.6,45000.0,0.0,21.68,18972.0,65.9,18146.61,11600.0,6585.8,0.0,0.0,0.0,1487.8
567,2000.0,9.91,64.45,231252.0,0.0,11.43,46267.0,93.5,2320.2,2000.0,320.2,0.0,0.0,0.0,67.24
568,9600.0,14.65,226.63,65000.0,0.0,14.44,6506.0,47.8,13597.22,9600.0,3997.22,0.0,0.0,0.0,226.05
569,8575.0,17.58,308.21,32000.0,1.0,22.54,20142.0,89.9,4646.17,2808.63,1497.35,0.0,340.19,3.35,308.21
570,18600.0,12.42,418.27,84996.0,1.0,23.41,47111.0,44.2,14634.01,12259.35,2001.31,20.8906275,372.11,4.31,10000.0
571,10000.0,7.9,312.91,66000.0,0.0,12.42,18244.0,89.4,11234.04,10000.0,1234.04,0.0,0.0,0.0,1854.33
572,25000.0,19.42,921.72,92000.0,0.0,21.68,24430.0,84.5,32204.22,25000.0,7204.22,0.0,0.0,0.0,3405.45
573,8000.0,11.71,264.61,70000.0,0.0,20.21,19607.0,92.1,9524.25,8000.0,1524.25,0.0,0.0,0.0,534.46
574,15975.0,18.25,408.48,49000.0,1.0,18.39,22500.0,94.5,8564.81,4035.93,4540.73,0.0,1.42,0.0,30.8
575,24975.0,11.71,826.9,76896.0,0.0,13.9,24916.0,76.0,29573.63,25000.0,4603.23,0.0,0.0,0.0,5652.84
576,2000.0,9.91,64.45,24000.0,0.0,13.5,9583.0,64.2,2320.2,2000.0,320.2,0.0,0.0,0.0,66.17
577,16800.0,14.65,579.51,60000.0,0.0,14.52,22373.0,96.9,20862.01,16800.0,4062.01,0.0,0.0,0.0,590.23
578,8000.0,8.9,254.03,120000.0,0.0,10.52,13268.0,60.6,8300.68,8000.0,300.68,0.0,0.0,0.0,4783.91
579,12000.0,12.69,271.14,57000.0,0.0,19.71,15311.0,66.3,15732.31,12000.0,3732.31,0.0,0.0,0.0,5175.1
580,11000.0,7.9,344.2,80000.0,1.0,4.74,7690.0,77.7,3097.8,2508.54,585.66,0.0,3.6,0.0,344.2
581,5000.0,16.29,176.51,85000.0,1.0,22.81,19925.0,90.0,4059.73,2907.06,1148.99,0.0,3.68,0.0,176.51
582,18000.0,16.29,635.41,140000.0,0.0,21.8,34809.0,90.2,22874.61,18000.0,4874.61,0.0,0.0,0.0,644.78
583,10000.0,12.69,335.45,36000.0,1.0,15.9,6397.0,65.3,9758.77,7421.06,1947.62,0.0,390.09,3.6617,335.45
584,5000.0,9.91,161.13,70000.0,0.0,13.92,26171.0,64.3,5800.47,5000.0,800.47,0.0,0.0,0.0,166.93
585,10000.0,16.29,353.01,51360.0,0.0,16.61,8495.0,79.1,12708.08,10000.0,2708.08,0.0,0.0,0.0,359.01
586,25000.0,9.91,805.63,163000.0,0.0,4.4,865.0,4.6,26319.64,25000.0,1319.64,0.0,0.0,0.0,11684.88
587,2400.0,12.69,80.51,59393.0,0.0,13.7,3265.0,44.1,2853.5,2400.0,453.5,0.0,0.0,0.0,845.0
588,3000.0,16.29,105.91,65000.0,1.0,15.16,9089.0,60.2,2706.67,1830.43,709.12,0.0,167.12,1.6481000002000001,105.91
589,7700.0,16.77,273.65,29772.96,1.0,18.58,9206.0,82.9,4913.02,3153.85,1486.98,0.0,272.19,2.74,273.65
590,2400.0,13.49,81.44,12996.0,0.0,4.71,2902.0,96.7,2931.54,2400.0,531.54,0.0,0.0,0.0,88.56
591,11900.0,19.03,309.54,68000.0,0.0,20.89,31962.0,87.8,18540.33,11925.0,6654.28,0.0,0.0,0.0,316.42
592,5000.0,10.65,162.87,44475.0,0.0,17.11,7464.0,70.4,5482.05,5000.0,482.05,0.0,0.0,0.0,367.87
593,14000.0,17.58,503.19,88000.0,0.0,7.73,7115.0,40.7,16307.63,14000.0,2307.63,0.0,0.0,0.0,10278.76
594,24475.0,20.89,661.3,85000.0,1.0,9.09,19668.0,94.4,3994.46,962.75,1679.05,0.0,1356.72,13.25,661.3
595,2400.0,10.65,78.18,36000.0,0.0,15.7,12480.0,82.6,2814.3,2400.0,414.3,0.0,0.0,0.0,80.33
596,1800.0,12.42,60.15,117000.0,0.0,15.86,11180.0,60.8,1994.28,1800.0,194.28,0.0,0.0,0.0,1334.02
597,22200.0,19.42,818.49,160000.0,1.0,13.33,10070.0,89.1,9177.26,4940.21,3242.59,0.0,994.46,9.81,818.49
598,21400.0,19.42,560.09,80000.0,0.0,19.66,21721.0,66.2,28127.21,21400.0,6727.21,0.0,0.0,0.0,16372.02
599,13000.0,7.9,406.78,28000.0,1.0,16.93,14078.0,66.1,6737.2,5072.35,1208.26,0.0,456.59,4.78,61.06
600,8000.0,12.69,268.36,48000.0,0.0,15.33,4384.0,38.5,9660.91,8000.0,1660.91,0.0,0.0,0.0,277.8
601,3600.0,12.69,120.77,60000.0,1.0,19.0,1104.0,13.0,3618.55,2785.13,711.48,0.0,121.94,1.1621999995999999,120.77
602,12375.0,23.13,349.79,40000.0,1.0,20.88,13768.0,22.5,8530.26,2444.99,4602.6,0.0,1482.67,23.0107000132,52.05
603,9400.0,9.91,302.92,45500.0,0.0,11.84,16982.0,51.8,10880.29,9400.0,1480.29,0.0,0.0,0.0,1495.14
604,9600.0,14.27,329.37,156000.0,0.0,15.54,1679.0,18.9,11857.13,9600.0,2257.13,0.0,0.0,0.0,342.43
605,17000.0,10.65,553.75,40000.0,0.0,18.63,19782.0,80.1,19934.78,17000.0,2934.78,0.0,0.0,0.0,563.9
606,17250.0,19.03,448.41,96000.0,0.0,16.19,21572.0,58.5,26865.49,17275.0,9629.42,0.0,0.0,0.0,448.23
607,16950.0,16.77,419.16,50000.0,0.0,14.47,32164.0,78.5,25230.27,16950.0,8280.27,0.0,0.0,0.0,499.83
608,19250.0,19.03,500.33,80000.0,0.0,26.82,26710.0,85.1,26845.47,19275.0,7605.33,0.0,0.0,0.0,12384.4
609,10800.0,14.27,370.54,110000.0,0.0,2.67,7045.0,69.1,12323.68,10800.0,1523.68,0.0,0.0,0.0,7514.09
610,6000.0,7.9,187.75,59400.0,0.0,19.17,10515.0,76.2,6757.43,6000.0,757.43,0.0,0.0,0.0,378.17
611,35000.0,8.9,1111.37,106000.0,0.0,12.09,51441.0,60.2,40009.01,35000.0,5009.01,0.0,0.0,0.0,1120.69
612,10000.0,10.65,325.74,36000.0,0.0,14.0,12208.0,78.9,10593.8,10000.0,593.8,0.0,0.0,0.0,341.9
613,15000.0,19.91,396.66,51000.0,0.0,20.85,8162.0,92.7,21055.75,15000.0,6055.75,0.0,0.0,0.0,9952.99
614,5000.0,12.69,167.73,25000.0,0.0,20.54,6811.0,97.3,6038.03,5000.0,1038.03,0.0,0.0,0.0,174.61
615,3000.0,17.27,75.0,35000.0,0.0,11.42,8580.0,66.5,4499.43,3000.0,1499.43,0.0,0.0,0.0,74.43
616,7100.0,14.65,244.91,33000.0,1.0,23.85,5148.0,41.5,3918.56,2774.87,1140.33,0.0,3.36,0.0,244.91
617,12000.0,16.77,426.47,93000.0,0.0,13.46,23691.0,92.5,15352.48,12000.0,3352.48,0.0,0.0,0.0,443.76
618,22400.0,22.74,628.13,85000.0,1.0,7.02,13773.0,58.7,26381.46,12893.89,13482.63,0.0,4.94,0.0,628.13
619,5825.0,10.65,189.74,50000.0,0.0,13.25,16641.0,89.0,6830.6,5825.0,1005.6,0.0,0.0,0.0,195.78
620,22250.0,12.69,746.38,41000.0,1.0,15.63,15791.0,61.9,19580.94,14038.0,4421.84,0.0,1121.1,11.210999998800002,837.88
621,18000.0,16.77,445.13,50000.0,0.0,21.22,19489.0,77.6,26668.29,18000.0,8668.29,0.0,0.0,0.0,295.87
622,6000.0,12.42,200.5,30000.0,0.0,7.2,5802.0,72.5,6691.55,6000.0,691.55,0.0,0.0,0.0,4288.4
623,7650.0,11.71,253.04,57000.0,1.0,23.96,24086.0,63.4,3104.81,2056.23,720.94,0.0,327.64,3.15,253.04
624,21000.0,18.25,536.13,110000.0,0.0,13.55,16854.0,94.7,32167.03,21000.0,11167.03,0.0,0.0,0.0,535.36
625,20650.0,15.27,494.8,50132.0,1.0,23.31,9487.0,74.1,5930.51,2979.22,2949.62,0.0,8.76,0.0,494.8
626,13200.0,7.9,413.04,62500.0,0.0,12.06,10264.0,55.8,14098.75,13200.0,898.75,0.0,0.0,0.0,9560.52
627,12000.0,7.51,373.33,60000.0,0.0,20.7,12818.0,63.1,13439.87,12000.0,1439.87,0.0,0.0,0.0,396.25
628,12475.0,19.03,324.47,130000.0,0.0,9.06,24185.0,90.6,15382.69,12500.0,2913.52,0.0,0.0,0.0,10555.97
629,14975.0,6.03,456.54,60000.0,0.0,12.78,2166.0,5.5,16407.78,15000.0,1435.17,0.0,0.0,0.0,461.36
630,27025.0,18.64,696.35,65000.0,0.0,19.75,26469.0,80.2,40939.9,27050.0,13927.77,0.0,0.0,0.0,8945.67
631,22500.0,17.27,562.46,67735.0,0.0,18.8,18364.0,75.6,28145.67,22500.0,5645.67,0.0,0.0,0.0,7530.45
632,20475.0,12.69,463.2,47800.0,1.0,28.32,23823.0,52.2,7888.18,3976.64,2960.71,0.0,960.39,9.33,463.2
633,12800.0,12.42,427.72,99600.0,0.0,19.95,23893.0,89.8,15397.73,12800.0,2597.73,0.0,0.0,0.0,435.51
634,27575.0,10.65,898.21,54000.0,0.0,12.27,13057.0,67.7,32335.42,27575.0,4760.42,0.0,0.0,0.0,905.06
635,7000.0,12.69,234.82,49000.0,0.0,14.42,23864.0,97.4,8018.92,7000.0,1018.92,0.0,0.0,0.0,1333.97
636,7575.0,16.77,187.95,33996.0,0.0,16.52,4292.0,72.7,11116.71,7600.0,3553.4,0.0,0.0,0.0,53.19
637,29000.0,12.42,651.27,65000.0,1.0,7.22,18918.0,57.7,14327.94,8619.3,5699.18,0.0,9.46,0.0,651.27
638,10000.0,14.27,343.09,44160.0,0.0,18.29,14848.0,95.8,12351.21,10000.0,2351.21,0.0,0.0,0.0,355.91
639,14125.0,7.9,441.98,32000.0,0.0,22.54,12709.0,60.8,15533.9,14125.0,1408.9,0.0,0.0,0.0,1843.42
640,12000.0,6.62,368.45,94500.0,0.0,4.17,13285.0,35.3,13207.98,12000.0,1207.98,0.0,0.0,0.0,2907.39
641,9575.0,6.62,293.99,19498.0,0.0,18.34,13902.0,53.9,10496.28,9575.0,921.28,0.0,0.0,0.0,3164.13
642,8900.0,20.3,237.29,30000.0,0.0,18.76,8382.0,98.6,13908.29,8900.0,5008.29,0.0,0.0,0.0,2992.95
643,12000.0,15.96,421.65,88000.0,1.0,10.6,11434.0,77.8,4638.15,3074.42,1552.18,0.0,11.55,0.0,421.65
644,10000.0,12.69,335.45,45000.0,0.0,22.61,10344.0,74.4,12076.13,10000.0,2076.13,0.0,0.0,0.0,355.55
645,10000.0,15.96,351.38,37500.0,0.0,19.46,17513.0,59.5,12649.36,10000.0,2649.36,0.0,0.0,0.0,366.0
646,25000.0,14.27,585.22,89000.0,0.0,10.77,17624.0,63.6,35112.47,25000.0,10112.47,0.0,0.0,0.0,584.49
647,24000.0,9.91,773.4,120000.0,0.0,14.17,27994.0,47.7,27381.78,24000.0,3381.78,0.0,0.0,0.0,7065.04
648,14575.0,10.65,474.76,35000.0,0.0,16.46,20169.0,58.5,17091.14,14575.0,2516.14,0.0,0.0,0.0,484.7
649,9000.0,7.51,280.0,50000.0,0.0,4.44,8556.0,34.1,9556.53,9000.0,556.53,0.0,0.0,0.0,1391.94
650,10000.0,13.49,339.31,30000.0,1.0,20.96,2780.0,32.0,4750.34,3411.93,1328.05,0.0,10.36,0.0,339.31
651,7125.0,17.58,256.09,25279.67,0.0,16.8,11267.0,93.1,9219.11,7125.0,2094.11,0.0,0.0,0.0,266.0
652,15000.0,10.65,323.53,29000.0,0.0,15.14,15795.0,81.0,18741.91,15000.0,3741.91,0.0,0.0,0.0,5813.42
653,13000.0,13.49,441.1,65000.0,0.0,17.11,11036.0,81.1,14826.53,13000.0,1826.53,0.0,0.0,0.0,8660.39
654,12000.0,12.69,271.14,30000.0,0.0,10.44,6207.0,78.6,16281.66,12000.0,4281.66,0.0,0.0,0.0,810.6
655,17975.0,20.3,479.9,68000.0,0.0,17.98,11720.0,52.4,27637.16,18000.0,9675.6,0.0,0.0,0.0,1378.75
656,29975.0,14.27,702.26,90000.0,0.0,19.12,21682.0,49.0,38667.64,30000.0,8699.89,0.0,0.0,0.0,18341.05
657,21600.0,17.27,773.01,58600.0,1.0,10.85,21912.0,95.3,2726.3,930.13,614.53,0.0,1181.64,212.4504000021,773.01
658,7600.0,16.77,187.95,50000.0,0.0,6.29,8646.0,40.6,11262.84,7600.0,3662.84,0.0,0.0,0.0,737.64
659,7000.0,12.42,233.91,85000.0,0.0,15.11,16049.0,72.3,8336.4,7000.0,1336.4,0.0,0.0,0.0,2027.1
660,7000.0,8.9,222.28,45000.0,0.0,24.48,21556.0,71.1,8001.78,7000.0,1001.78,0.0,0.0,0.0,229.64
661,3600.0,17.27,128.84,44004.0,0.0,5.59,8095.0,75.7,4637.96,3600.0,1037.96,0.0,0.0,0.0,131.37
662,3500.0,12.69,117.41,84996.0,0.0,5.36,11616.0,45.7,4226.63,3500.0,726.63,0.0,0.0,0.0,122.17
663,5000.0,8.9,158.77,33000.0,0.0,16.47,9194.0,29.7,5715.56,5000.0,715.56,0.0,0.0,0.0,163.01
664,10000.0,11.71,330.76,60000.0,0.0,17.3,11512.0,87.2,11767.15,10000.0,1767.15,0.0,0.0,0.0,3180.88
665,4500.0,13.49,152.69,19200.0,0.0,19.56,12070.0,67.8,5496.71,4500.0,996.71,0.0,0.0,0.0,159.18
666,12000.0,11.71,396.92,62000.0,0.0,6.74,10725.0,90.9,14288.77,12000.0,2288.77,0.0,0.0,0.0,407.57
667,12000.0,19.03,311.49,38500.0,0.0,10.91,9520.0,85.0,14478.13,12000.0,2478.13,0.0,0.0,0.0,10433.11
668,10700.0,12.42,357.55,68000.0,0.0,16.41,5192.0,66.6,12871.52,10700.0,2171.52,0.0,0.0,0.0,369.35
669,6000.0,10.65,195.44,30000.0,0.0,19.36,25900.0,78.6,6906.28,6000.0,906.28,0.0,0.0,0.0,2417.05
670,20000.0,7.9,625.81,50000.0,0.0,12.84,8399.0,39.8,22528.97,20000.0,2528.97,0.0,0.0,0.0,632.09
671,10775.0,16.77,267.08,23000.0,0.0,11.22,9952.0,64.2,11933.01,10800.0,1160.7,0.0,0.0,0.0,10098.93
672,16050.0,19.03,416.62,50400.0,0.0,20.67,12112.0,61.5,23827.66,16050.0,7777.66,0.0,0.0,0.0,1327.84
673,19975.0,14.27,468.17,110000.0,0.0,10.3,17819.0,79.8,26302.55,20000.0,6335.47,0.0,0.0,0.0,10899.11
674,3600.0,13.49,122.15,40000.0,0.0,12.99,7897.0,83.1,4397.39,3600.0,797.39,0.0,0.0,0.0,128.36
675,5975.0,8.9,190.52,83954.0,0.0,17.48,6252.0,78.1,6875.83,6000.0,904.6,0.0,0.0,0.0,567.86
676,10375.0,14.27,355.96,35000.0,0.0,22.39,10084.0,65.9,12814.34,10375.0,2439.34,0.0,0.0,0.0,368.99
677,24975.0,8.9,793.84,60000.0,0.0,25.4,28571.0,68.7,28549.27,25000.0,3577.85,0.0,0.0,0.0,799.36
678,10000.0,16.29,353.01,40000.0,0.0,19.98,8496.0,78.7,12429.43,10000.0,2429.43,0.0,0.0,0.0,3960.84
679,8650.0,12.42,194.26,42336.0,0.0,10.18,11682.0,66.2,11655.22,8650.0,3005.22,0.0,0.0,0.0,193.88
680,5600.0,6.03,170.44,41100.0,0.0,3.97,3777.0,2.7,5875.11,5600.0,275.11,0.0,0.0,0.0,3683.63
681,6000.0,12.42,200.5,92000.0,0.0,10.6,7270.0,82.5,7217.64,6000.0,1217.64,0.0,0.0,0.0,203.82
682,8000.0,7.9,250.33,75000.0,0.0,8.7,8144.0,55.4,9011.56,8000.0,1011.56,0.0,0.0,0.0,256.48
683,21775.0,12.42,489.57,90000.0,0.0,26.33,35683.0,59.3,29340.39,21800.0,7574.07,0.0,0.0,0.0,489.44
684,10000.0,11.71,330.76,45000.0,0.0,12.48,4189.0,48.1,11907.35,10000.0,1907.35,0.0,0.0,0.0,345.69
685,11000.0,7.51,342.22,48000.0,0.0,24.1,17536.0,62.3,12225.67,11000.0,1225.67,0.0,0.0,0.0,3342.56
686,5000.0,9.91,161.13,110000.0,0.0,6.38,4429.0,70.3,5800.47,5000.0,800.47,0.0,0.0,0.0,168.86
687,6500.0,10.65,211.73,30600.0,0.0,13.45,6477.0,62.9,7522.34,6500.0,1022.34,0.0,0.0,0.0,2237.98
688,20000.0,20.3,533.23,69000.0,0.0,18.02,27409.0,89.6,29409.6,20000.0,9409.6,0.0,0.0,0.0,8.22
689,12000.0,12.69,402.54,45000.0,0.0,8.85,7329.0,70.0,14123.93,12000.0,2123.93,0.0,0.0,0.0,5284.17
690,8250.0,19.91,218.17,27500.0,1.0,20.25,7432.0,79.7,5316.54,1579.15,2124.3,0.0,1613.09,289.377,218.17
691,21000.0,7.9,657.1,150500.0,0.0,3.69,21887.0,67.8,23655.42,21000.0,2655.42,0.0,0.0,0.0,664.73
692,8400.0,16.77,298.53,32000.0,0.0,16.95,7639.0,74.9,9878.44,8400.0,1478.44,0.0,0.0,0.0,5703.33
693,7000.0,12.69,234.82,37500.0,0.0,21.38,9539.0,73.9,7481.83,7000.0,481.83,0.0,0.0,0.0,6076.4
694,12000.0,12.42,400.99,60000.0,1.0,6.3,8894.0,78.7,9546.76,6788.45,2019.47,0.0,738.84,7.2498,400.99
695,7200.0,11.71,238.15,33000.0,1.0,12.69,9071.0,70.3,7338.4,5810.48,1323.62,0.0,204.3,1.9390000009000001,238.15
696,12000.0,10.65,390.88,70000.0,0.0,26.06,24893.0,60.1,13676.41,12000.0,1676.41,0.0,0.0,0.0,5870.52
697,12750.0,14.27,299.63,75000.0,0.0,16.75,24332.0,67.0,17196.69,12800.0,4464.13,0.0,0.0,0.0,5899.42
698,3050.0,9.91,98.29,16800.0,0.0,3.5,3019.0,86.3,3538.28,3050.0,488.28,0.0,0.0,0.0,102.42
699,9000.0,14.65,310.45,38000.0,0.0,19.55,14381.0,92.2,10851.52,9000.0,1851.52,0.0,0.0,0.0,4027.95
700,10000.0,11.71,330.76,35000.0,1.0,11.79,11596.0,78.2,7293.6,5109.87,1489.33,0.0,694.4,6.784,330.76
701,10000.0,9.91,322.25,95000.0,0.0,18.37,19321.0,31.2,10877.73,10000.0,877.73,0.0,0.0,0.0,2360.74
702,10000.0,14.27,343.09,77400.0,1.0,20.05,15862.0,87.6,6884.68,3787.77,2245.4,0.0,851.51,153.1566,103.53
703,8500.0,16.29,300.06,61000.0,0.0,11.76,7723.0,83.9,9254.06,8500.0,754.06,0.0,0.0,0.0,7456.55
704,21250.0,11.71,470.14,70000.0,0.0,19.42,15777.0,44.9,28175.15,21275.0,6933.3,0.0,0.0,0.0,470.04
705,7200.0,13.49,165.64,67000.0,0.0,11.84,13511.0,79.9,9411.08,7200.0,2211.08,0.0,0.0,0.0,3786.07
706,20975.0,14.27,491.58,90000.0,0.0,8.76,7979.0,82.2,27619.31,21000.0,6652.23,0.0,0.0,0.0,11437.24
707,27000.0,9.91,870.08,140000.0,0.0,7.44,22457.0,27.2,31423.86,27000.0,4336.86,87.000000106,0.0,0.0,982.23
708,28600.0,20.3,763.18,55000.0,0.0,21.25,23974.0,95.9,45228.96,28625.0,16643.5,0.0,0.0,0.0,7109.5
709,4000.0,14.27,137.24,32400.0,0.0,5.41,2372.0,65.9,4940.45,4000.0,940.45,0.0,0.0,0.0,142.78
710,7300.0,11.71,241.46,50000.0,0.0,12.79,2496.0,37.3,7574.94,7300.0,274.94,0.0,0.0,0.0,6852.23
711,18000.0,8.9,571.56,70000.0,0.0,17.76,19575.0,34.3,19082.5,18000.0,1082.5,0.0,0.0,0.0,14514.81
712,5000.0,11.71,165.38,35000.0,0.0,19.37,5510.0,35.5,5542.54,5000.0,542.54,0.0,0.0,0.0,3562.24
713,6500.0,14.27,152.16,46212.0,0.0,19.06,16691.0,80.6,9148.38,6500.0,2633.38,15.0000000054,0.0,0.0,2.91
714,14100.0,17.58,354.84,43000.0,0.0,4.83,13609.0,70.5,21289.79,14100.0,7189.79,0.0,0.0,0.0,354.23
715,22050.0,19.03,572.36,140000.0,0.0,4.29,13948.0,75.4,34468.51,22050.0,12361.27,57.239999789197995,0.0,0.0,69.68
716,10000.0,14.27,343.09,115000.0,0.0,24.34,26479.0,71.2,11893.58,10000.0,1893.58,0.0,0.0,0.0,5041.96
717,3000.0,7.9,93.88,45000.0,0.0,19.39,16487.0,63.2,3379.31,3000.0,379.31,0.0,0.0,0.0,95.96
718,15325.0,19.03,397.8,95000.0,0.0,15.56,23426.0,48.8,23885.83,15325.0,8560.83,0.0,0.0,0.0,415.63
719,28000.0,15.96,983.85,235000.0,0.0,9.08,18287.0,82.7,34735.37,28000.0,6735.37,0.0,0.0,0.0,10164.77
720,10000.0,14.65,344.95,36000.0,0.0,9.6,10071.0,57.2,12421.99,10000.0,2421.99,0.0,0.0,0.0,10.77
721,12000.0,7.9,375.49,26000.0,0.0,12.83,7083.0,61.0,13517.36,12000.0,1517.36,0.0,0.0,0.0,383.02
722,10000.0,17.27,357.88,80000.0,0.0,5.73,11464.0,91.0,12878.26,10000.0,2878.26,0.0,0.0,0.0,720.62
723,10975.0,8.9,349.29,50000.0,0.0,14.09,13414.0,74.8,12432.47,11000.0,1460.79,0.0,0.0,0.0,3392.16
724,10000.0,15.27,347.98,55000.0,0.0,0.89,2798.0,18.1,12527.15,10000.0,2527.15,0.0,0.0,0.0,368.81
725,5000.0,6.62,153.52,55000.0,0.0,4.12,5750.0,47.1,5526.66,5000.0,526.66,0.0,0.0,0.0,161.46
726,5000.0,6.03,152.18,64424.0,0.0,0.93,206.0,0.7,5478.39,5000.0,478.39,0.0,0.0,0.0,153.94
727,5000.0,8.9,158.77,56000.0,0.0,15.47,14457.0,79.0,5715.56,5000.0,715.56,0.0,0.0,0.0,162.99
728,6000.0,14.27,205.86,30000.0,1.0,15.68,13470.0,96.9,6528.97,4997.41,1372.03,0.0,159.53,1.4731000013,205.86
729,5000.0,14.27,171.55,111740.0,0.0,20.62,29135.0,93.1,5974.54,5000.0,974.54,0.0,0.0,0.0,2377.14
730,20025.0,17.58,720.64,67500.0,0.0,24.84,19556.0,81.1,25910.61,20050.0,5892.96,0.0,0.0,0.0,749.48
731,7000.0,16.77,248.77,41000.0,1.0,20.31,28651.0,97.8,1582.62,944.53,637.66,0.0,0.43,0.0,93.72
732,25000.0,10.65,814.34,120000.0,0.0,6.17,27275.0,54.3,29209.65,25000.0,4209.65,0.0,0.0,0.0,4789.19
733,3000.0,12.69,100.64,30000.0,1.0,15.4,9527.0,94.8,1137.33,721.02,282.78,0.0,133.53,1.28,100.64
734,8400.0,17.27,300.62,41500.0,0.0,15.07,9398.0,77.4,10829.38,8400.0,2429.38,0.0,0.0,0.0,10.97
735,24900.0,23.91,715.75,60000.0,0.0,17.74,14265.0,98.9,37785.43,24925.0,12898.37,0.0,0.0,0.0,6543.21
736,5000.0,9.91,161.13,75000.0,0.0,18.5,40620.0,77.2,5648.17,5000.0,648.17,0.0,0.0,0.0,2430.94
737,12000.0,14.27,280.91,80000.0,0.0,6.51,6846.0,78.7,13600.57,12000.0,1600.57,0.0,0.0,0.0,10515.58
738,12000.0,12.42,400.99,42000.0,0.0,21.49,17482.0,67.5,14435.35,12000.0,2435.35,0.0,0.0,0.0,410.32
739,13200.0,11.71,436.61,41600.0,1.0,9.55,10086.0,77.6,4940.14,3210.7,1147.2,0.0,582.24,5.58,436.61
740,6000.0,6.03,182.62,48000.0,0.0,15.25,3495.0,15.3,6568.6,6000.0,568.6,0.0,0.0,0.0,726.84
741,10000.0,6.62,307.04,50000.0,0.0,13.42,9178.0,38.6,10607.28,10000.0,607.28,0.0,0.0,0.0,6930.15
742,17500.0,12.42,393.01,70000.0,0.0,16.7,12176.0,67.3,18211.67,17500.0,711.67,0.0,0.0,0.0,17034.03
743,6500.0,10.65,211.73,53000.0,0.0,20.81,6666.0,80.3,7622.11,6500.0,1122.11,0.0,0.0,0.0,221.3
744,10000.0,7.51,311.11,65000.0,0.0,8.55,6242.0,12.8,10945.03,10000.0,945.03,0.0,0.0,0.0,5046.57
745,12000.0,9.91,386.7,85000.0,0.0,10.38,9358.0,45.3,13913.28,12000.0,1913.28,0.0,0.0,0.0,1162.92
746,10000.0,14.27,343.09,55000.0,0.0,22.1,7107.0,54.3,12351.21,10000.0,2351.21,0.0,0.0,0.0,355.91
747,12375.0,14.27,424.58,36000.0,0.0,23.03,13697.0,91.3,13697.99,12375.0,1322.99,0.0,0.0,0.0,3035.15
748,10000.0,10.65,325.74,26000.0,0.0,9.78,5424.0,61.0,11726.32,10000.0,1726.32,0.0,0.0,0.0,339.6
749,19975.0,18.25,510.6,70000.0,1.0,18.41,10958.0,71.2,23951.36,13187.2,9767.18,0.0,1026.77,184.8186,510.6
750,4400.0,19.03,161.36,80000.0,0.0,2.65,6043.0,99.1,5808.64,4400.0,1408.64,0.0,0.0,0.0,166.29
751,25000.0,13.49,848.27,80000.0,0.0,14.65,24308.0,71.7,27065.89,25000.0,2065.89,0.0,0.0,0.0,28.31
752,14125.0,12.42,472.0,45696.0,1.0,21.93,15831.0,91.5,6608.0,4875.95,1724.91,0.0,7.14,0.0,472.0
753,21825.0,20.3,581.88,100000.0,0.0,24.71,10345.0,68.7,28481.49,21825.0,6656.49,0.0,0.0,0.0,14523.83
754,13600.0,12.69,307.29,62000.0,0.0,11.98,16902.0,53.5,17513.55,13600.0,3913.55,0.0,0.0,0.0,944.57
